content,score
no meu celular não está marcando corretamente e bugs...,neutro
"é bom, mas já ocorreu de eu correr bastante e e quando fui salvar a corrida acabei excluindo e perdendo o progresso, poderiam colocar uma função de ver todas as atividades excluídas",neutro
"Deveria excluir dados fora da realidade, por exemplo maratona em menos de 2 horas, 10 km abaixo do recorde mundial, pace abaixo do recordista, etc...",neutro
"Horário não atualiza, mesmo fazendo o passo a passo pela internet.",neutro
O app sempre foi ótimo mas ultimamente tá deixando de contabilizar muitos seguimentos tipo num trajeto de 10 seguimentos ultimamente ele só conta 5 ou 4 tá terrível!!,neutro
"No início ele funcionou corretamente só que na segunda vez usando,ele ficou completamente bugado colocava que a minha caminhada de 1h foi só 10 min dizia que eu tinha corrido 21km em menos de 20 min ele ficou completamente bugado",neutro
"Strava já foi muito bom,mas percebi que sempre dá interferências agora,marca o trajeto errado,com paces que ainda estou longe de chegar",neutro
Está dando muuuuuito erro. Fiz 6km marcou 8 refazendo trajeto. Hoje fiz 12 e marcou 25 sobrepondo segmentos... Tá bem bugado.,neutro
"Eu adoro a proposta do aplicativo e a plataforma em si. Mas ele não sincroniza bem de jeito nenhum com meu Samsung Galaxy Watch 6. Sempre ""come"" minha quilometragem, tempo, ritmo...",neutro
"Era bom, gostava muito de usar, porém retirou um monte de recursos gratuito, está perdendo a ultilidade.",neutro
"1 - habilitar opção de retirar kudos. Muitas vezes damos Kudos em uma atividade e, ao analisar direito, a mesma é suspeita, mas não há como retirar o kudos. 2 - acabem com este limite de 2000 pessoas a seguir, deixem que cada um siga quantas pessoas quiser. 3 - não gostei da nova versão, ficou confusa, e demora para abrir fotos e vídeos, às vezes nem abre.",neutro
A feature de metas é bem bugado. Os treinos são registrados e não atualiza os valores (km corridos). As vezes é preciso deletar a atividade e inserir novamente para registrar o valor.,neutro
travando,neutro
A última atualização fez meu Strava ficar em inglês e não consigo colocar em Português novamente.,neutro
"Boa app pra acompanhar porém deveria abrir mais opções gratuitamente, se não é um app como qualquer outro, nem todo corredor pode pagar, a maioria que caminha e corre, talvez não tenha condições de pagar uma academia, fica a reflexão.",neutro
Deveria ter mais opções de configurações.,neutro
"Tem tudo para ser ótimo, mas não tem a capacidade de identificar um GPS desligado. Usava outro app antes do Strava, e, sempre que tentava começar a atividade, avisava quando o GPS estava desligado. Duas vezes já fui usar o Strava e ou o GPS estava desligado, ou travou e errou a distância.",neutro
"Muito bom, mas há um tempo não tem mais a voz falando os km percorridos e o ritmo do km anterior",neutro
"Funcionava muito bem, mas agora não está gerando os mapas na opção satélite.",neutro
"Classificação nos clubes nao estão contabilizando,mesmo tudo estando aberto a todos.",neutro
"Botão de pausar atividade muito grande, já perdi várias marcações por pausar sem querer...",neutro
Ultimamente não está fazendo marcação de tempo e percurso corretamente. Comecei a pagar e mesmo assim não está adiantando.,neutro
"Gosto muito mas ultimamente tenho tido muito problema de erro inesperado o que afeta meus resultados, ele simplesmente para de fazer a contagem e quando vou encerrar a atividade ele tenta recuperar mas nem sempre dá certo.",neutro
Para mim é o melhor app,neutro
Está travando e as vezes marca errado,neutro
Pesquisa por outras pessoas tem de ser aperfeiçoada (ex: por zona). Última atualização não é possível fazer,neutro
"Sempre usei o strava vinculado com o stratos, porém agora ele começou a sincronizar os treinos de forma incompleta o que é muito frustrante.",neutro
Seria interessante uma configuração do app para aviso por tempo. Exemplo: aviso da distância e velocidade a cada 5min e não somente por distância,neutro
"Aplicativo muito bom mesmo! Porém existem MUITAS ferramentas pagas, muitas mesmo.",neutro
"Muito bom, mas está marcando metragem e os quilômetros por hora errado.",neutro
"O app é bom com os parceiros, pois baixa as atividades diretamente do app relacionado. Mas usa-lo sozinho, vive dando pau. Marca errado as rotas, as distâncias, os ritmos.",neutro
"App incrível como sempre mas estou com dificuldade para compartilhar a atividade com a minha foto em outro app, ele está distorcendo a foto.",neutro
Bom app mas não consegue traduzir em pt-br,neutro
Mapas Desatualizados,neutro
"Estou tentando sair da versão beta do App , mas não consigo. Já desinstalei e instalei varias vezes mas não resolve Mas sempre ele volta para essa versão beta Mesmo desativado a participação beta",neutro
"o aplicativo é ótimo, mas seu sistema de denúncia é fraquissimo, tem pessoas que utilizam veículos fora das opções e batem recordes de ciclistas que foram honestamente bater aquilo, outro problema é não ter a divisão em segmentos por categoria de bicicleta, Speed é Speed e montain bike é montain bike, ficam todos segmentos misturados, mas o sistema de denúncia deveria ser melhor considerado.",neutro
"Nessa última atualização, tem ocorrido erros de gravação. Até reiniciei o celular ontem para evitar problemas, mas hoje ocorreu o mesmo erro. O aplicativo começa a gravar normalmente, mas quando você chega no destino e vai finalizar a corrida, aparece a mensagem que houve erro de gravação e o aplicativo estima apenas uma reta. Esse erro aconteceu nos dias 22 e 23/10. Uso o aplicativo desde 2021 diariamente e nunca tive esse problema",neutro
Aplicativo trava. Quando fico dois ou três dias sem usar,neutro
O app simplesmente para de funcionar e não contabiliza alguns km.,neutro
Ainda esperimentando,neutro
Conecta com o Samsung Health só quando quer,neutro
Falta mostrar pontos turísticos e de interesse e poder adicionar fotos das paradas ao longo do caminho !,neutro
"Não estou conseguindo conectar com samsung, está dando erro",neutro
Voltou a dar problema no gps medindo errado. O mapa fica com vários riscos doidos.,neutro
O app bugou! Nem abre mais!,neutro
"Não gostei muito, andei super pouco e já apareceu que fiz 6km e que andei em ruas que eu nem fui",neutro
"Aplicativo é muito bom, porém ele às vezes muda de linguagem sozinho. De português para Inglês, e não há uma opção no App para trocar a linguagem de forma simples. Por favor, arrumem uma opção de trocar a linguagem logo.",neutro
Very good app! The only thing it's not better is that it constantly changes the English language without us wanting it to. Then you have to uninstall and reinstall the app. What a pain!,neutro
Até uns dois meses atrás tava bom depois começou bugar. Corro 500 metros e o app marca 1km. Sem falar que marca o mapa todo errado. Troquei de aparelho e instalei novamente e agora marca certinho . Agora do nada ele muda o idioma pro inglês e não consigo alterar.😫,neutro
"Ao invés de deixar mais barato, muita gente iria usar e tornar a comunidade maior e mais integrada, perdem por ganância, um app com mensalidade mais barata teria muito mais qualidade, levando em consideração que muita gente usando a plataforma ganha muito mais",neutro
Infelizmente buga muito,neutro
Strava já pode liberar denuncias direto pelo celular. Por isso não não assino,neutro
A dias já está no idioma inglês. Não sei como mudar.,neutro
"O App é bom .mas poderia atualizar o satélite porque o mapa e de anos atrás, os caminhos,estrada de hoje não aparece?só aparece de anos atrás",neutro
"Infelizmente, cada vez mais inserindo novos recursos, fazendo o app ficar cada vez mais lento...",neutro
"Já foi bom, tá muito lixo, trava direto.",neutro
"Não vou dar as 5 estrelas, porque tentei ativar o modo estudante para ter desconto, mais não aparece a opção para o Brasil, mas além disso a app é muito bom!",neutro
"A nova atualização deixa a legenda ao baixar o treino, tem como remover a legenda?",neutro
cadê os outros Spot Strava Motocross ou trilha de moto 🛵 seram bem vindos.,neutro
"O aplicativo já foi bom. Agora o excesso de paywall em todas as abas para ver seus próprios dados é frustante e, ao invés de me fazer interessar pelo conteúdo atrás do paywall, desanima de usá-lo. Apps de GPS de ciclismo vêm implantando recursos que o strava esconde, por exemplo.",neutro
Não consigo mudar o idioma do aplicativo. O meu tá em inglês.,neutro
"Até gostei, mas acho que o app é feio",neutro
"Quando usamos o gratuito possui bugs que perdem suas corridas iniciadas. Perdi três seguidas e desisti dele. Uma pena, eu gostava,as três falhas não se perdoa, tchau! Vou tentar run keeper!",neutro
"Para a versão premium funciona muito bem, mas na versão gratuita o GPS inicialmente funciona bem e depois fica a ler mal e a opter dados todos incorrectos.. deve ser uma forma de incentivar a subscrição da versão premium... Resumindo: "" Utilizadores se querem pagar é ótima, se não arranja outra app"".",neutro
bom,neutro
Neutro,neutro
"Ultimamente, o horário, data e tempo das atividades estão sendo registrados erroneamente.",neutro
"Muito bom, mas tem que pagar",neutro
"utilizo a aplicação à bastante tempo e acho que devia ter uma melhor maneira de medir os melhores tempos do segmento , pois há grandes segmentos com tempos totalmente sem sentido, desumanos , não falo de ritmos de 2:30 por exemplo, falo de ritmos de 0:10, pediria somente que revissem esse ponto.",neutro
"é um ótimo aplicativo para quem faz caminhada, corrida, anda de bicicleta e etc mas a maioria das coisas é para apenas para pessoas que pagam",neutro
Fica mudando para o inglês,neutro
"Apresenta muitos erros, tem muitas falhas, não marca direito, demora atualizar, não corrige erros.",neutro
Legal mas.. O mapa ta totalmente desatualizado e só vale a pena mesmo a versão paga.,neutro
Pena é parte dados temos que PAGAR,neutro
"Eu entendo que o foco do App é corrida e ciclismo, mas eu uso mais para outras atividades, musculação, dança, faço poucas corridas e raramente patins. Achei ele muito interessante para registrar as atividades, os desafios super incentivam os treinos e associado ao Spoint a gente gera pontos. Essa opção dos pontos causou uma competição entre eu meu marido para ver quem faz mais pontos com treino. Achei legal. O único ponto negativo é que ele não tem modalidade de dança.",bom
"Excelente, sincronizo as atividades gravadas com o garmin. Poderiam liberar o sinalizar atividade suspeita no app, muito ruim ter q fazer pelo PC. Tbm deviam criar algo q consegui-se pre identificar o uso de veículos de maneira automática, muito ruim ter q ficar monitorando KOM, tem atividades q é nítido q foi feito com carro, média de 80km/h e máxima de 130km/h...",bom
"Eu gostei bastante desse app, mas tem um porém que eu achei um problema. Quando você pausa a corrida, se você andar alguns metros mais a frente, na hora que você apertar em continuar, irá contabilizar os metros na qual você andou. Isso aconteceu comigo, eu sempre faço uma pausa de 5 minutos depois do 1km, então eu andei mais um pouco para descansar em um banco mais a frente, quando cliquei em continuar, os metros que andei foi contabilizado, mesmo antes estando em pausa.",bom
"Muito bom para pessoas que querem começar a praticar atividades físicas. Porém estou dando 4 estrelas pois na parte de promoção de 50% para estudantes de ensino médio não tem para o Brasil, então estou dando essa sugestão de colocarem o Brasil nessa promoção. Pois acho muito injusto ter apenas países da Europa e não darem importancia para os países da América em geral.",bom
"App muito bom. Porém quando sincroniza o relógio com o app as vezes dá diferença da distância de alguns segundos e na km. Nada que possa ser tão grande, mas as vezes incomoda. Poderia ter a opção de adicionar foto do tênis ao cadastrar ele. Seria legal ter essa opção.",bom
"O app é ótimo. Só estou incomodado com o idioma. Meu idioma é português,mas por algum motivo o strava fica mudando pra inglês,no app não tem opção de trocar idioma,só resolve quando desinstalo e instalo novamente,tenho que fazer isso sempre que gravo uma atividade. Infelizmente esse ponto está à desejar. Coloquem a opção de trocar idioma no app.",bom
"Olá, gosto muito do aplicativo em especial as métricas. Parabéns. Tenho uma observação, tem situações que pedalo numa bike fixa que não marca meus Kms rodados, pelo meu smartwatch consigo editar e add os ""kms aproximados"", porém assim que ""sube"" no strava sem os kms, não dá para adicionar depois. Vocês pensam em alguma solução para isso? PS: Se não fico sem minha referência (mesmo que não tão precisa) dos meus Kms rodados semanais para também contabilizar na carga de treino. Obg",bom
"Boa noite. O app é bom. No entanto, notei duas falhas: 1) agrupa pessoas dentro do ranking de um segmento, mesmo qu algumas pessoas não cumprem o segmento completamente, e 2) não há filtros para absurdos. Tem trechos que as pessoas ligam o strava e estão de carro. O app. registra os tempos e velocidades normalmente, como se a pessoa estivesse de bike. Vi registros de bike com velocidades superiores a 130km/h.",bom
"O App é uma ótimo. Necessita de correções. Mesmo vc parado ou sentando, o App fica computando KM e Tempo.o que te faz saber que não tem acompanhamento real com o teu movimento, funciona como cronômetro. Ultimamente o GPS da tanto bug. al finalizar ele te mostra um mapa (registro) do teu percurso onde vc jamais foi. outro diagnóstico é o cômputo da distante, não está sendo calculado com precisão. tipo vc anda 2 km, o app calcula 600 mts.",bom
"Ótimo para monitorar as corridas. Nada a reclamar do mesmo! Resenha 2018 Obs: hoje em dia há coisas a reclamar. O aplicativo para smartphone tem a opção de visualizar trilha, o para relógio não mostra a trilha nem que seja espelhado e se iniciar uma atividade pelo smartphone não sincroniza em tempo real com relógio e ao contrário. Enfim, coisas que fariam o aplicativo que é pago valer ainda mais a pena (para quem é assinante).",bom
"Em geral é bom, porém, não tem como você cancelar uma gravação após ter iniciado. Para isso, você deve clicar em concluir, que envia uma postagem prós seus amigos e só depois de ter compartilhado você pode ocultar o trajeto iniciado de forma errada do seu perfil. Se você não clicar em concluir o trajeto, ele fica pendente para concluir mesmo que o seu celular desligue/reenicie. Ou seja, não é possível cancelar o trajeto após ter iniciado, o aplicativo obriga você a concluir/postar.",bom
"Como já comentaram,o volume do som do app simplesmente não existe. Tenho outro app instalado que funciona normalmente o volume,portanto,o problema é com o Strava. Consertando isso, super recomendo. Agora o app começou a apresentar problemas para salvar uma atividade. Aparece a msg de erro,mas,acaba salvando assim msm. Estranho demais.",bom
"Aplicativo bom e prático. Só falta sincronizar as informações corretamente com o aplicativo Zeofit. O tempo de atividade e Pace ficam muito abaixo do real no Strava, porém, olhando o gráfico ""Ritmo"" nas opções ""ritmo médio decorrido"" e ""tempo decorrido"", os dados de tempo e Pace estão corretos ou com pouquíssima variação. Talvez é apenas questão do aplicativo Strava jogar essas informações de ""ritmo médio decorrido"" e ""tempo decorrido"" para a interface inicial da atividade que deve resolver.",bom
"O aplicativo é bom, quase unanimidade entre os atletas, principalmente os amadores que não dispensam o registro da atividade. Mas as vezes sem explicação plausível falha ao sincronizar com o satélite e essa é uma questão frustrante que já deveria ter sido resolvida. A interface é amigável e estável mas já está na hora de uma remodelada.",bom
"Gosto muito do strava. Mas uma coisa tem me deixado a desejar é o controle do km do equipamento, primeiro por ter muito pouco opção, segundo porque ele deixa selecionar uma data retroativa para a existência do equipamento, porém, ele não recalcula o KM do equipamento/componentes de acordo com as atividades da data informada retroativa em diante. Fica um KM totalmente errado. Por favor, dêem uma melhorada nisso, é um recurso Importante para o ciclista controlar o desgaste e manutenção da bike.",bom
"Pra mim, tem funcionado bem! Sugiro melhorias: Localização mais exata, velocidade - dá pra ter uma ideia, mas não é exata, potência (W) também precisa ser calibrada e, por fim, as calorias; dá diferença. Apesar de ter que fazer essas calibrações, vejo que no meu caso é aceitável. Há o aplicativo é fácil de operar.",bom
"O app é excelente, mas acho que falta um velocímetro em tempo real, tenho que utilizar dois apps de corrida para ter essa informação, se adicionar o velocímetro é mais uma informação importante e um item a mais que evitará dos usuários migrarem para outros apps que já possuem esse recurso. Para corridas seria excelente para auxiliar nós treinamentos.",bom
"O aplicativo de forma geral é legal, porém, os dados coletados do GPS são imprecisos. Tenho usado junto com o Samsung Healt, que é mais confiável. Também não funciona com a tela dividida com outro aplicativo no caso do telefone J7 Prime. Uma sugestão que gostaria de deixar é a possibilidade de importar arquivos .KMZ do Google Earth, onde é mais fácil criar rotas. Obrigado.",bom
"Aplicativo excelente! Marcação de rotas de alta precisão, mesmo offline. Poderiam complementar o app com algumas funcionalidades, como mostrar a soma de todas as atividades (distância, tempo e altimetria) no perfil e nos grupos adicionar a classificação mensal e anual também, ao invés de somente semanal. Recomendo o download e utilização.",bom
"O aplicativo é muito bom para registrar treinos de corrida e compartilhar com os amigos os resultados. Um ponto criticável é que vários recursos básicos são disponibilizados apenas para assinantes, inclusive alguns que antes costumam ser gratuitos, como, por exemplo, a definição de metas e a comparação entre corridas correspondentes.",bom
"Vejo várias reclamações sobre não marcar direito mas não podemos terceirizar essa responsabilidade, isso depende do GPS do aparelho. Uso o strava há bastante tempo e nesses casos onde a marcação falhou, sempre foi por falta de sinal no GPS e quanto à isso o app não tem culpa. No geral acho um app muito bom, acho que poderia ter mais algumas opções de gráficos, não da atividade específica, mas do acompanhamento dia a dia, mês a mês. Isso mesmo na versão paga é um pouco confuso.",bom
"Depois de 6 anos usando o app resolvi mudar minha opinião e classificação do mesmo. De três meses pra cá simplesmente o Strava parou de marcar corretamente, agora só marca segmentos de reta maluco, já desinstalei e instalei várias vezes e sempre ocorre o mesmo problema, já verifiquei a configuração e nada de marcar correto...se tornou um péssimo app",bom
"Faltam algumas melhorias, uma delas é uma busca de atividades, ex: localizar uma atividade que fiz ano passado, temos que mover toda linha do tempo das atividades, dificultando a localização. Outro item é a sequência dos botões de salvar as atividades, deveriam estar nas mesmas posições, salva e cima, depois vem embaixo...pedalando e com uma mão oferece riscos de queda do aparelho, tombo do ciclista. As vezes precisamos salvar pedalando pois nao se pode parar por assaltos, transito, etc.",bom
"Tenho uma ótima experiência com o app, porém acho que um feedback que seria interessante é ele nos proporciona mais desafios diários e mensal com premiação como relógio ou alguma inscrição pra prova de corrida alguma coisa do tipo ou um dia kit sterava, acho que isso tbem iria motivar mais a galera, desde de já o app é muito bom recomendo super 🚀🚀🚀💪🏾",bom
"Não sei como está hoje a função de gravação de atividades, mas um ano e pouco atrás estava bem ruim, dados inconsistentes e as vezes cortava a atividade, mesmo todas as permissões estando ok, GPS o tempo todo, mesmo em segundo plano e sem task killer. Mas desde que desisti de gravar com o app e comprei um relógio para isso, o resto das funcionalidades são satisfatórias.",bom
"Realmente o app depende do sinal de GPS do celular. Talvez só melhore quando a cobertura do 5G no Brasil for total, enquanto o 4G ainda está muito ruim. Certeza que vai demorar muito ainda. Investi no meu caso bike, em um GPS próprio pra ciclismo e um app próprio do aparelho e tambem tem a possibilidade de usar com o strava. Mas o melhor é não ter que depender do sinal do celular.",bom
"Óparo aplicativo e rede social para registrar estatísticas dos seus treinos. Evoluiu muito desde a criação e corrigiu muitos bugs que ocorriam. Só não darei 5 estrelas porque não tem o recurso de áudio como o do Samsung Health, que me diz todas as estatísticas (tempo, velocidade, calorias, ritmo, etc) do meu treino em intervalos programados.",bom
Bom dia O App é bom só que ultimamente não está salvando o trajeto correto é tem hora que ele mostra todas as informações porém na hora que salva ele não mostra o percurso que agente fez e fica como se não tivesse feito nada só salva as fotos já tive relatos de outros companheiros que pedalam comigo e estão com.o mesmo problema não sei se foi devido a última atualização mas poderia ser verificado e nos dado o retorno.,bom
"Utilizo o aplicativo a um bom tempo e o acho muito útil, gosto muito dele. Gostaria de sugerir uma divisão entre os usuários entre 3 tipos de bicicleta, speed, mtb e E-bike. Eles poderiam visualizar os mesmos seguimentos já existentes no aplicativo, porém os tempos deveriam ser divididos de acordo com o tipo de bicicleta. Isso faria a competição e a referência entre os usuários de maneira mais justa e equilibrada, já que não tem como comparar os resultados de um equipamento com o outro.",bom
"Uso há mais de 3 anos e senti sensíveis melhoras com o passar do tempo. Mas ainda sinto falta de ter a possibilidade de pesquisar os comparativos de um percurso após o dia q foi executado. Onde aparece ""hoje"", também deveria ter a opção ""na data"". No mais atende bem as expectativas.",bom
"App é realmente muito bom, tem MT oq melhorar, as vezes da alguns bugs de precisão em aferir as distâncias, o tempo e o Pace, e tmb deveria ter uma opção de planejamento de treinos, onde eu poderíamos selecionar por exemplo, treinos de tiro(selecionar quantas séries, distância, tempo). Mostrar algumas dicas do iniciante ao avançado na corrida, ensinar alguns educativos etc, recomendo o app...",bom
"Já utilizo um bom tempo o aplicativo, ultimamente está apresentando uma discrepância muito grande com o meu relógio GPS. Estou fazendo alguns testes, utilizando outro aplicativo em paralelo ao Strava. No último treino de 15km, no meu relógio GPS marcou uma coisa, no outro aplicativo que estou testando marcou a mesma coisa do relógio GPS e o Strava teve uma diferença a menos de 1km e meio. Diferença mínima sem problema, mas a diferença está muito grande nós últimos dias.",bom
"Uso poucos recursos, então não tenho muito o que falar em termos técnicos. O fato de dar 4 estrelas é porque nem sempre o app coleta dados reais, como um dia que registrou 120km/h de velocidade num pedal. Outro dia também fui pedalar e ele aparentemente encerrou o percurso por conta própria. Não sei se foi porque fiquei muito tempo parado num lugar só. Detalhe que era na região central de uma cidade grande, então por falta de sinal não pode ter sido.",bom
"O app é muito bom, apresenta várias opções para acompanhar o desempenho da atividade, além de funcionar como rede social, possibilitando interação entre os membros. Porém tem muitos bugs. Atualmente, preciso reiniciar o aparelho ao fim de cada atividade para recuperar do ""erro"" e salvar a atividade.",bom
"Acho que a tela inicial de esportes rápidos poderia ser personalizáveis no relógio, facilitaria na hora de iniciar uma atividade. E também seria legal conseguir editar o que aparece no relógio enquanto está na atividade, um ponto tambem a melhorar seria o local que fica o pause e a finalizacao da atividade. Pois já finalizei uma atividade onde só gostaria de voltar do pause, e por os botoes serem muito parecidos, eu acabei finalizando a atividade. São alguns pontos q podem ser melhorados.",bom
"Atende às minhas expectativas, nunca tive problema de marcar menos Km do que realmente fiz. Na verdade, acabo até ganhando uns metros, se comparada a marcação do CicloGPS. No mais precisa implementar uma busca por desafios. Ficar caçando desafios olhando perfil dos outros é muito ruim.",bom
"Acompanhar atleta favorito? Ordem cronológica? Pessoalmente, considero ""maquiagens"". Parece, de verdade, uma perda de foco no desenvolvimento do app, já que quem adquire o aplicativo e o assina, está fazendo isso para a análise e acompanhamento pessoal das atividades físicas. Acompanhar atleta favorito, é interessante, mas se outras coisas mais relevantes já estão incoporadas. Uma delas, por exemplo, é o modo escuro. Já q favorece bastante a maioria dos mobiles. Kd o modo escuro, Strava! Por esse valor de assinatura, isso já devia estar incorporado faz tempo!",bom
"o app é bom mas como sempre tem margem para melhoria. poderia sincronizar as atividades do google fit com o estrava. o oposto ja esta disponível. também poderia marcar atividades offline. o mapa da atividade as vezes é confuso. certos dados só é possivel inserir pelo site, ou seja, o app nao permite que faça no mesmo, tornando um tanto quanto chato esse processo... a sincronização de atividades com alguns gps ainda é um ponto a ser revisto",bom
"Gosto bastante do app como incentivo ao esporte e como rede social. No entanto, nos últimos registros o app tem falhado principalmente na questão de velocidade, registrando 80, 113 km/h... Sem chance!! Vi aqui muitas pessoas reclamando TB das marcações imprecisas ultimamente. Vcs podem informar como consertar esse bug?! Obrigada!!",bom
"Gosto bastante do strava por ele consigo acompanhar meus treinos, e ver o tanto que eu já andei de bike dá um incentivo maior para continuar pedalando. Acho muito legal esse sistema de troféus que você conclui os desafios e recebe um troféu para o seu perfil. Tem bastante seguimentos para se aventurar. Já fiz mais de 60 pedaladas por ele e apenas umas 3 o GPS bugou. A dica do pessoal é andar sempre com o 4g ligado que assim as chances de bugar diminui bastante.",bom
"Estive usando ele desde ano passado e os registros de percurso sempre tinham uma precisão aceitável, mesmo usando apenas smartphone. Com as duas atualizações mais recentes o registro de velocidade máxima está vindo muito alterado, até um pedal até a padaria marca velocidade max acima de 90km/h. Espero que corrijam",bom
"Muito bom. Mas deixaria uma dica: criar um esquema para marcar a quilometragem a partir de uma data, até atingir um valor pré estabelecido. Por exemplo: troquei minha relação da bike e começo a registrar quilometragem, definindo que quando chegar a 1.200km devo verificar a troca da corrente pra prolongar a vida útil da relação. Daí o Strava alertaria com uma ""flag"" que a distância programada foi atinginda. Seria muito útil pra controlar a manutenção da bike.",bom
"Só não dou 5 🌟 porque o editor de rotas ainda é muito ruim de usar. No modo automático, mesmo pontuando trechos pequenos no mapa, ele não faz o percurso que eu quero de forma alguma as vezes. No manual, é extremamente trabalhoso e retornas dados de ganho de elevação totalmente errados.",bom
"Acho um bom app, não tenho nenhum problema em questão de bug. Tenho um g xoss que uso no pedal e depois faço a sincronização com o celular. Para a galera que marca usando o celular e tem esses ""bugs"" sugiro assim que iniciar o pedal com o Strava no celular colocar o aparelho no modo avião. Quando usava o celular fazia isso e parou os ""bugs"". Agora precisam ver como excluir essa galera que vai de carro e moto e marca e registra o tempo no Strava 🤭.",bom
"O único ponto negativo desse ap é que a precisão da metragem não bate com o real. Interligado com o Google Fit, o Strava fica média de 150/200 metros a por cada 1000 metros rodados (Com sinal, tempo, internet... tudo bom). Tirei a prova real com meu carro e realmente ele perde nessa precisão. Fora esse detalhe, excelente.",bom
"A versão gratuita do app é satisfatória para quem quer apenas marcar distância e velocidade. A versão paga traz muitas outras informações sobre desempenho e esclarecimentos básicos sobre as métricas. Para quem prática ciclismo, como eu, falta dividir o esporte em categorias: speed, MTB, down Hill.",bom
"Uso e gosto, mas percebo que não é muito real a marcação de média e contagem da distância do percurso. Não acho um app fácil de mecher, falta coisas como por exemplo : se eu esquecer de ligar apos uma parada, ele poderia calcular através de dados que eu poderia fornecer ( nome do caminho que eu passei enqto estava pausado ) Ter arquivo de trajetos que as pessoas fazem, e a partir da minha localização eu ter acesso fácil ( clicou abriu para marcar e seguir)",bom
"Este aplicativo foi excelente durante muito tempo, mas com a migração de quase tudo para a versão paga, o simples facto de tentar lançar o nosso treino demora uma eternidade e começa a ter muitas lacunas. É uam pena, pois a versão paga acaba por ser cara e para amadores como eu, é um valor demasiado caro. Porque não lançar várias modalidades com vários preços e diversas acessibilidades?",bom
"Era com certeza um bom aplicativo, porém ultimamente anda apresentando diversos erros. O principal deles é a falta de precisão na contagem de dados, e sem contar que por vezes o app parou o percurso automaticamente e não voltou mais a funcionar logo em seguida. Deixando de usar o aplicativo, decepcionante!",bom
"O aplicativo em si é muito bom,grava certo e eu consigo acompanhar o meu progresso,só que eu usava minha conta junto com o login do Facebook e de ontem pra hj desloguei e agr não consigo logar novamente,quando clico pra logar com o Facebook acontece uma falha diz uma mensagem na parte superior da tela ""Falha de login:path"" Gostaria de saber oq tenho que fazer para resolver ou que resolvessem esse problema para mim!",bom
"Meu app está apresentando instabilidade, não está funcionando direito. Diz que não está obtendo GPS e não registra minhas atividades.",bom
Sinto falta de um botão para iniciar a contagem para início da atividade,bom
"Olá, gosto muito do aplicativo em especial as métricas. Parabéns. Tenho uma observação, tem situações que pedalo numa bike fixa que não marca meus Kms rodados, pelo meu smartwatch consigo editar e add os ""kms aproximados"", porém assim que ""sube"" no strava sem os kms, não dá para adicionar depois. Vocês pensam em alguma solução para isso? PS: Se não fico sem minha referência (mesmo que não tão precisa) dos meus Kms rodados semanais para também contabilizar na carga de treino. Obg",bom
o aplicativo é excelente mas deveriam colocar também a opção de pular corda.,bom
"O strava é um app interessante mas poderia ter a opção de criar rotas sem ter que pagar, existem outros por aí que cria e não custa um centavo, eu uso outro para criar rotas e não fica atrás não.",bom
Muito bom mais de os dias pra car o mapa só fica piscando o tempo todo,bom
Ótimo app,bom
Gosto muito do app. Gostaria que colocassem também cavalgada!,bom
não consigo publicar no instagram,bom
"O app é muito bom e já uso há anos, mas, peca em não botar uma opção de denunciar pessoas que burlam o sistema e andam de moto e carro nos trechos pra pegar o KOM. Pessoas de bike colocando corrida e burlando os trechos de corrida... Precisam rever isso aí, pq nunca vi uma bike botar 60km/h numa subida kkkkk",bom
"Um dos melhores app para atividades físicas, mas está ficando cada vez mais pobre a versão gratuita...",bom
Ultimamente está deixando a desejar travando e marcando errado os km e quando não perde a localização .,bom
Bom,bom
"App mega bom , super recomendo.",bom
"Eu uso o Strava +/- 10anos, me suple as minhas necessidades eu recomendo. Parabéns pelo aplicativo.",bom
"Já foi bom, agora está bugando muito... Só marca metade da atividade, depois traça uma linha até até fim da atividade.",bom
"Falta autenticação de dois fatores, poderia ser implementado.",bom
bom,bom
parou de gravar minhas atividades,bom
O aplicativo poderia ter um ranking das quilometragem dos amigos na semana como faz o app Running da Adidas.,bom
App e muito bom !,bom
"Este aplicativo foi excelente durante muito tempo, mas com a migração de quase tudo para a versão paga, o simples facto de tentar lançar o nosso treino demora uma eternidade e começa a ter muitas lacunas. É uam pena, pois a versão paga acaba por ser cara e para amadores como eu, é um valor demasiado caro. Porque não lançar várias modalidades com vários preços e diversas acessibilidades?",bom
"O app é muito bom, mas o meu está atualizado pro inglês com frequência..",bom
"Sempre que entramos em outros aplicativos, quando está em pausa automática, ele trava e dá erro no cálculo da quilometragem.",bom
App excelente depois da última at parou de marcar com precisão,bom
Ultimamente tem apresentado muitos erros de registro no aplicativo gratuito.,bom
É um aplicativo bom mas tem hora que buga é deixa o esportista no vaco,bom
"Quase 3 anos depois, atualizo minhas opiniões sobre o Strava. Tiveram boas melhorias, mas falta um tiquinho para as 5 estrelas.",bom
"O aplicativo é mais preciso que o sansung health, mas muito limitado. Com a atualização da UI 6 no galaxy watch a função de pausar a atividade apertando o botão de voltar parou. Por favor corrijam esse problema.",bom
"App muito bom.. mas não lembraram da categoria Downhill! Registra o quanto eu subi, mas não regista o quanto eu desci.. ""fica a dica""",bom
"Aplicativo bom , poderia ter a opção de "" juntar "" duas atividades .",bom
